,_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
312534,331107,3379756,23028696.0,10,2023-02-24T22:23:00,"600 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT/INJURY,2709(a) Harassment.,201.0,6.0,6.0,-79.99740883167522,40.44153322225253
312539,331112,3379761,23028741.0,17,2023-02-25T00:58:00,Zone 4,N,,4,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
312541,331114,3379767,23028758.0,10,2023-02-25T01:50:00,"1900 Block Smallman ST Pittsburgh, PA 15222",Y,Strip District,2,SIMPLE ASSAULT/NO INJURY,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,203.0,7.0,6.0,-79.98527076649009,40.45133336221844
312557,331130,3379800,23028813.0,3,2023-02-25T03:53:00,"100 Block S 20th ST Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY/COMMERCIAL/GUN,3701 Robbery.,1702.0,3.0,3.0,-79.97774474476408,40.42765020181109
312558,331131,3379804,23028817.0,3,2023-02-25T04:00:00,"Fort Duquesne BL & 10th ST Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,201.0,6.0,6.0,-79.99651687616954,40.44645059658608
312559,331132,3379805,23029563.0,10,2023-02-26T16:26:00,"1300 Block Goettmann ST Pittsburgh, PA 15212",Y,Troy Hill,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2706 Terroristic Threats. / 9093 Indirect Criminal Contempt,2406.0,1.0,1.0,-79.98744676589148,40.4586553896295
312583,331156,3379840,23029701.0,8,2023-02-26T22:56:00,"400 Block Semple ST Pittsburgh, PA 15213",N,Central Oakland,4,ARSON (OTHER),2705 Recklessy Endangering Another Person. / 3301 Arson  / 5503 Disorderly Conduct.,406.0,3.0,3.0,-79.95499607563755,40.43693967948341
312586,331171,3379881,23027160.0,26,2023-02-22T08:21:00,"6000 Block Broad ST Pittsburgh, PA 15206",Y,Homewood North,5,HARRASSMENT-OTHER,9999 Miscellaneous Report (No Crime) / 2709 Harassment (Non-Specific),1301.0,,,,
312592,331177,3379890,23027185.0,26,2023-02-22T09:38:00,"2500 Block N Charles ST Pittsburgh, PA 15214",N,Perry South,1,HARRASSMENT-OTHER,2709(a) Harassment.,2615.0,6.0,1.0,-80.01882043373908,40.46689368176854
312618,331213,3379978,23027752.0,26,2023-02-23T00:03:00,"900 Block Manton WY Pittsburgh, PA 15210",N,Allentown,3,THEFT BY EXTORTION,3923 Theft by Extortion.,1803.0,,,,
312627,331222,3379997,23015895.0,4,2023-01-31T13:05:00,"200 Block S Fairmount ST Pittsburgh, PA 15206",Y,Friendship,5,AGG ASSAULT/GUN/NO INJURY,2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,807.0,7.0,2.0,-79.93380688649995,40.462335353043926
312629,331224,3380001,23020068.0,10,2023-02-08T16:20:00,"Chateau ST & Pennsylvania AV Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2107.0,6.0,1.0,-80.02827060005191,40.4536870735618
312634,331229,3380007,23027914.0,24,2023-02-23T15:30:00,"200 Block East Ohio ST Pittsburgh, PA 15212",N,Allegheny Center,1,HARRASSMENT BY COMUN/ADDRESS,2709(a)(4) Harassment Communicates Prohibited Acts,2204.0,,,,
312636,331231,3380010,23027919.0,10,2023-02-23T16:40:00,"7300 Block Monticello ST Pittsburgh, PA 15208",Y,Homewood North,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1302.0,9.0,2.0,-79.89325312940666,40.45883754628007
312648,331243,3380027,23027983.0,10,2023-02-23T18:13:00,"2500 Block Liberty AV Pittsburgh, PA 15222",N,Strip District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2706 Terroristic Threats. / 2709(a) Harassment.,203.0,4.0,5.0,-80.0254967571288,40.39919261132081
312652,331247,3380032,23028002.0,10,2023-02-23T18:49:00,"3100 Block Beechwood BL Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT/INJURY,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1414.0,5.0,3.0,-79.92188198388997,40.42100770151233
312661,331256,3380046,23028009.0,10,2023-02-23T18:51:00,"3800 Block Brighton RD Pittsburgh, PA 15212",Y,Brighton Heights,1,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2701.0,1.0,1.0,-80.03569611050388,40.48455804314705
312668,331263,3380057,23028224.0,10,2023-02-24T03:57:00,"900 Block Berkshire AV Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1918.0,4.0,5.0,-80.01991998102302,40.39224011392672
312670,331265,3380061,23028245.0,4,2023-02-24T05:06:00,"400 Block St Joseph ST Pittsburgh, PA 15210",Y,Mt. Oliver,3,AGG ASSAULT/OTHER/NO INJURY,9012 Non-Violent Domestic,1607.0,,,,
312680,331275,3380073,23028350.0,10,2023-02-24T09:58:00,"5700 Block Pocussett ST Pittsburgh, PA 15217",Y,Squirrel Hill South,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1413.0,5.0,3.0,-79.9254411487575,40.42948003917818
312694,331289,3380097,23028307.0,10,2023-02-22T15:12:00,"2600 Block Stayton ST Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,2701 Simple Assault. / 2706 Terroristic Threats. / 4304(a)(1) Endangering Welfare of Children.,2704.0,1.0,1.0,-80.02662551427454,40.4678014204878
312696,331291,3380101,23028387.0,24,2023-02-23T00:01:00,"2800 Block Homehurst AV Pittsburgh, PA 15234",N,Overbrook,3,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,3207.0,4.0,5.0,-80.00276609099991,40.37601756515997
312701,331296,3380110,23028394.0,10,2023-02-17T23:00:00,"300 Block Walter ST Pittsburgh, PA 15210",Y,Allentown,3,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner",1803.0,3.0,5.0,-79.99492327247921,40.4198906706557
312732,331357,3380179,23028966.0,4,2023-02-25T11:19:00,"1400 Block Crucible ST Pittsburgh, PA 15220",Y,Crafton Heights,6,AGG ASSAULT/KNIFE/INJURY,"2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2814.0,2.0,5.0,-80.04971103584676,40.44857935215466
312758,331383,3380224,23027811.0,24,2023-02-23T09:19:00,"2700 Block Glen Mawr ST Pittsburgh, PA 15204",Y,Sheraden,6,HARRASSMENT BY COMUN/ADDRESS,2709(a)(3) Harassment No Legitimate Purpose,2018.0,2.0,5.0,-80.04925595778866,40.45329993217766
312759,331384,3380225,23027820.0,24,2023-02-23T14:10:00,"10 Block E. Woodford AV Pittsburgh, PA 15210",Y,Central Business District,3,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,201.0,4.0,3.0,-79.98596215874709,40.39308469320617
312762,331387,3380231,23027837.0,10,2023-02-23T08:00:00,"300 Block 4th AV Pittsburgh, PA 15222",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201.0,6.0,6.0,-80.00121018299862,40.43923465592203
312764,331389,3380236,23027844.0,10,2023-02-22T15:23:00,"2900 Block Sheraden BL Pittsburgh, PA 15204",N,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018.0,,,,
312766,331391,3380239,23027864.0,26,2023-02-23T14:40:00,"800 Block Freeport RD Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,HARRASSMENT-OTHER,2709(a) Harassment.,1201.0,,,-79.85370067208602,40.49831034053481
312770,331395,3380244,23027878.0,10,2023-02-23T15:41:00,"2300 Block 5th AV Pittsburgh, PA 15213",N,South Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",409.0,2.0,5.0,-80.05435276883466,40.427840300426816
312780,331405,3380270,23029458.0,3,2023-02-26T11:31:00,"Sedgwick ST & Morrison ST Pittsburgh, PA 15212",Y,California-Kirkbride,1,ROBBERY/HIGHWAY/GUN,2706 Terroristic Threats. / 3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 13(a)(31) Marijuana: Possession Small Amount,2507.0,6.0,1.0,-80.02411834905146,40.45990867658116
312784,331409,3380276,23024078.0,10,2023-02-16T07:41:00,"700 Block N Dallas AV Pittsburgh, PA 15208",Y,Homewood West,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 4952 Intimidation of Witnesses or Victims,1207.0,9.0,2.0,-79.90437145254216,40.45723829242328
312792,331417,3380288,23029008.0,24,2023-02-25T13:23:00,"200 Block East End AV Pittsburgh, PA 15221",N,Point Breeze,4,HARRASSMENT BY COMUN/ADDRESS,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1406.0,9.0,3.0,-79.89468523125232,40.445746462410135
312800,331425,3380300,23029483.0,10,2023-02-25T11:20:00,"600 Block Wood ST Pittsburgh, PA 15222",Y,Central Business District,2,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,6.0,6.0,-79.99947653015562,40.442128855670354
312804,331429,3380304,23029268.0,4,2023-02-26T01:29:00,"5th AV & Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,AGG ASSAULT/STRONGARM/INJURY,2701 Simple Assault. / 13(a)(32) Paraphernalia - Use or Possession / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201.0,6.0,6.0,-79.99864925952377,40.44009358875449
312806,331431,3380306,23029033.0,10,2023-02-25T14:44:00,"Cedar AV & Pressley ST Pittsburgh, PA 15212",Y,Allegheny Center,1,HARRASSMENT/THREAT/ATTEMPT/PHY,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,2204.0,1.0,1.0,-80.00114903409869,40.4516250109702
312807,331432,3380307,23029277.0,3,2023-02-26T01:13:00,"100 Block E Station Square DR Pittsburgh, PA 15219",N,South Shore,3,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,1921.0,2.0,5.0,-80.00364780244968,40.43339608462265
312823,331448,3380328,23029083.0,24,2023-02-23T12:00:00,Zone 6,N,,6,HARRASSMENT BY COMUN/ADDRESS,3126 Indecent Assault. / 2709(a)(3) Harassment No Legitimate Purpose,,,,,
312825,331450,3380333,23028309.0,17,2023-02-19T05:30:00,Zone 1,N,,1,INDECENT ASSAULT,3124.1 Sexual Assault,,,,,
312827,331452,3380337,23029321.0,8,2023-02-26T02:43:00,"5400 Block 5th AV Pittsburgh, PA 15232",N,Shadyside,4,CRIM MISCHIEF(ARSON-INVOLV),3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,703.0,8.0,3.0,-79.9331316526748,40.448736099037575
312836,331461,3380350,23029124.0,4,2023-02-25T18:06:00,"1300 Block Monterey ST Pittsburgh, PA 15212",Y,Central Northside,1,AGG ASSAULT/GUN/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2206.0,1.0,1.0,-80.01324535121336,40.4563139776822
312838,331463,3380353,23029134.0,24,2023-02-06T02:28:00,"200 Block Morewood AV Pittsburgh, PA 15224",Y,Bloomfield,5,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),804.0,7.0,2.0,-79.94669248806778,40.45593678967112
312841,331466,3380356,23029137.0,24,2023-02-25T18:50:00,"2800 Block Patterson ST Pittsburgh, PA 15203",Y,South Side Slopes,3,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,1608.0,3.0,3.0,-79.9692080727072,40.418768176055096
312842,331467,3380357,23029358.0,4,2023-02-26T04:13:00,"Lincoln AV & Deary ST Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,AGG ASSAULT/VEHICLE/NO INJURY,2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1203.0,9.0,2.0,-79.90088481037223,40.46418258651568
312846,331471,3380362,23029367.0,3,2023-02-26T03:45:00,"8000 Block Bennett ST Pittsburgh, PA 15221",N,East Hills,5,ROBBERY/HIGHWAY/STRONGARM,2701 Simple Assault. / 3701 Robbery.,1306.0,9.0,2.0,-79.8841190303238,40.45393259937531
312848,331473,3380365,23029377.0,4,2023-02-26T06:01:00,"2900 Block Breker ST Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AGG ASSAULT/GUN/NO INJURY,2706 Terroristic Threats. / 4912 Impersonating a Public Servant. / 9011 Gun Related / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2715.0,1.0,1.0,-80.02920750234955,40.47095555807019
312850,331475,3380369,23029382.0,10,2023-02-26T06:30:00,"1300 Block Belasco AV Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault.,1916.0,4.0,5.0,-80.02789514087458,40.416143157456965
312852,331477,3380372,23029395.0,10,2023-02-25T16:00:00,"5th AV & Atwood ST Pittsburgh, PA 15213",N,West Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",402.0,3.0,3.0,-79.95847164683754,40.44177660992007
312859,331484,3380379,23029527.0,10,2023-02-26T15:07:00,"Universal ST & Criss ST Pittsburgh, PA 15204",N,Sheraden,6,SIMPLE ASSAULT/NO INJURY,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,2022.0,2.0,5.0,-80.06555371373025,40.45823755298212
312861,331486,3380382,23029530.0,24,2023-02-26T13:15:00,"4100 Block Evergreen RD Pittsburgh, PA 15214",N,Summer Hill,1,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,2612.0,,,,
312862,331487,3380383,23029165.0,8,2023-02-25T19:45:00,"2800 Block Shadeland AV Pittsburgh, PA 15212",N,Marshall-Shadeland,1,ARSON (COMMUNITY/PUB-NOT OCCU),"3503 Criminal Trespass / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means / 3301(d.1) Dangerous Burning",2715.0,1.0,1.0,-80.03012049110856,40.46995270630206
312864,331489,3380386,23029531.0,10,2023-02-26T15:26:00,"6100 Block Carver ST Pittsburgh, PA 15206",Y,Larimer,5,SIMPLE ASSAULT/INJURY,"2701 Simple Assault. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1208.0,9.0,2.0,-79.91634706668542,40.46571567178488
312865,331490,3380390,23029180.0,4,2023-02-25T20:44:00,"400 Block Ruxton ST Pittsburgh, PA 15211",Y,Mount Washington,3,AGG ASSAULT/GUN/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1807.0,3.0,5.0,-80.00107168282167,40.424943620446975
312867,331492,3380399,23029536.0,26,2023-02-26T12:45:00,"100 Block W Mc Intyre AV Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT-OTHER,2709(a) Harassment.,2614.0,6.0,1.0,-80.01178852010982,40.46853896056554
312885,331510,3380425,23030605.0,26,2023-02-28T18:05:00,"1200 Block Juniata ST Pittsburgh, PA 15233",N,Manchester,1,HARRASSMENT-OTHER,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2107.0,,,,
312890,331515,3380433,23030619.0,17,2023-02-28T19:00:00,Zone 3,N,,3,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
312894,331519,3380439,23030636.0,10,2023-02-28T18:30:00,"5400 Block Baum BL Pittsburgh, PA 15232",N,Bloomfield,5,TERRORISTIC THREATS,2706 Terroristic Threats.,806.0,7.0,2.0,-79.93850237669673,40.4569440551777
312903,331528,3380455,23030681.0,10,2023-02-28T21:52:00,"2200 Block Wilner DR Pittsburgh, PA 15221",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1201.0,,,,
312907,331532,3380463,23030708.0,10,2023-02-28T23:40:00,"3200 Block Rothpletz ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2715.0,1.0,1.0,-80.02681729212868,40.47581373200571
312908,331533,3380474,23044445.0,1,2023-03-26T14:37:00,"Pearl ST & Corday WY Pittsburgh, PA 15224",Y,Bloomfield,5,MURDER/NON-NEG/MANSLTR-GUN,2702 Aggravated Assault.,809.0,7.0,2.0,-79.94961674931874,40.46253794665216
312909,331534,3380481,23030204.0,3,2023-02-28T01:10:00,"2100 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,ROBBERY/HIGHWAY/GUN,"903 Criminal Conspiracy. / 2702 Aggravated Assault. / 3701 Robbery. / 4910 Tampering with or Fabricating Physical Evidence. / 5122 Weapons or Implements for Escape. / 5123 Contraband. / 6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm",2902.0,4.0,3.0,-79.98652355758374,40.39319983122647
312912,331537,3380490,23030272.0,26,2023-02-28T04:45:00,"2300 Block Perrysville AV Pittsburgh, PA 15214",N,Perry South,1,HARRASSMENT-OTHER,2709(a) Harassment. / 2713 Neglect of Care-Dependent Person,2614.0,6.0,1.0,-80.01109363130425,40.46630934434338
312913,331538,3380491,23030276.0,10,2023-02-28T06:51:00,"7100 Block Verona BL Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1201.0,,,,
312914,331539,3380493,23030281.0,10,2023-02-28T05:00:00,"2100 Block Walton AV Pittsburgh, PA 15210",Y,Overbrook,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,3204.0,4.0,5.0,-79.99427291666898,40.39115346577604
312938,331563,3380523,23030361.0,10,2023-02-27T12:00:00,"7100 Block Upland ST Pittsburgh, PA 15208",Y,Homewood North,5,SIMPLE ASSAULT/INJURY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1301.0,9.0,2.0,-79.89738699192972,40.46261733662748
312965,331590,3380584,23030000.0,10,2023-02-27T15:00:00,"3600 Block 5th AV Pittsburgh, PA 15213",N,West Oakland,4,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",402.0,3.0,3.0,-79.95889567034253,40.44118240339773
312969,331594,3380590,23030012.0,10,2023-02-27T15:46:00,"2900 Block Glen Mawr ST Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018.0,2.0,5.0,-80.05126212223628,40.45518932280222
312975,331600,3380597,23030039.0,8,2023-02-27T18:30:00,"300 Block Paur ST Pittsburgh, PA 15211",N,Mount Washington,3,ARSON (MOTOR VEHICLE),3301 Arson ,1915.0,2.0,5.0,-80.0049815685359,40.42188770702461
312986,331611,3380625,23030066.0,10,2023-02-27T17:45:00,"700 Block Greenfield AV Pittsburgh, PA 15217",Y,Greenfield,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1517.0,5.0,3.0,-79.93807063034934,40.42501971968816
312991,331616,3380633,23030085.0,10,2023-02-27T18:39:00,"Strawberry WY & Smithfield ST Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,201.0,6.0,6.0,-79.99728925659072,40.44215131148279
312996,331621,3380639,23030105.0,10,2023-02-27T19:40:00,"400 Block Cherry WY Pittsburgh, PA 15219",Y,Central Business District,2,TERRORISTIC THREATS,907 Possessing Instruments of Crime. / 2706 Terroristic Threats. / 13(a)(16) Possession of Controlled Substance / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,201.0,6.0,6.0,-79.99861022887471,40.43874743034609
313010,331635,3380662,23029831.0,4,2023-02-27T08:59:00,"4900 Block Baum BL Pittsburgh, PA 15213",N,Bloomfield,5,AGG ASSAULT/GUN/INJURY,2702 Aggravated Assault. / 3304 Criminal Mischief. / 9501 Bench Warrant,804.0,7.0,2.0,-79.94652203732653,40.45431575916028
313011,331636,3380666,23029830.0,4,2023-02-27T08:55:00,"700 Block Mt Pleasant RD Pittsburgh, PA 15214",N,Northview Heights,1,AGG ASSAULT/KNIFE/NO INJURY,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2609.0,1.0,1.0,-79.99824125898348,40.47599977002789
313016,331641,3380678,23030392.0,10,2023-02-27T23:00:00,"1400 Block Evandale RD Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,2715.0,1.0,1.0,-80.03204662408943,40.47017271149086
313021,331646,3380685,23030150.0,10,2023-02-27T21:50:00,"200 Block Vineland ST Pittsburgh, PA 15234",N,Overbrook,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,3207.0,4.0,5.0,-79.99801784105463,40.38664859968432
313031,331656,3380700,23029774.0,3,2023-02-27T00:22:00,"600 Block East Ohio ST Pittsburgh, PA 15212",N,East Allegheny,1,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,2304.0,1.0,1.0,-79.99897807207657,40.4539777944947
313034,331659,3380704,23029764.0,10,2023-02-27T03:40:00,"4300 Block Dakota ST Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,506.0,,,,
313036,331661,3380712,23029731.0,26,2023-02-27T00:55:00,"600 Block S Millvale (Sonnys Pub) AV Pittsburgh, PA 15224",Y,Bloomfield,5,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),802.0,7.0,2.0,-79.94712344274471,40.4587351876451
313037,331662,3380713,23029727.0,3,2023-02-27T00:50:00,"4600 Block Centre AV Pittsburgh, PA 15213",N,North Oakland,4,ROBBERY CHAIN STORE / KNIFE,2702 Aggravated Assault. / 2706 Terroristic Threats. / 3701 Robbery. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,507.0,6.0,3.0,-79.95199168900636,40.45190965427948
313038,331663,3380715,23029720.0,10,2023-02-27T00:21:00,"3400 Block Milwaukee ST Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,506.0,6.0,3.0,-79.96129600101746,40.45415239923668
313049,331674,3380737,23052691.0,1,2023-04-10T16:45:00,"7600 Block Baxter ST Pittsburgh, PA 15208",N,Homewood North,5,MURDER/NON-NEG/MANSLTR-GUN,2501 Criminal Homicide.,1302.0,9.0,2.0,-79.88962118173625,40.457066639890606
313058,331683,3380772,23031030.0,10,2023-03-01T14:26:00,"2000 Block 5th AV Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,201.0,6.0,3.0,-79.97753290656495,40.43801068685907
313061,331686,3380779,23031058.0,10,2023-03-01T15:13:00,"2500 Block Webster AV Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,509.0,6.0,3.0,-79.97221721058021,40.44954283591687
313067,331692,3380787,23031092.0,17,2023-03-01T16:13:00,Zone 4,N,,4,SEXUAL ASSAULT,3121 Rape.,,,,,
313070,331695,3380794,23031110.0,4,2023-03-01T16:38:00,"7300 Block Frankstown AV Pittsburgh, PA 15208",Y,Homewood South,5,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault.,1303.0,9.0,2.0,-79.89411082296563,40.45690838744191
313072,331697,3380802,23031131.0,10,2023-03-01T16:53:00,Edwards WY,Y,South Side Slopes,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1608.0,,,,
313082,331707,3380817,23031185.0,10,2023-03-01T18:00:00,"3000 Block Brighton RD Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2715.0,1.0,1.0,-80.02864718289986,40.4734857131497
